ID	Icd1	Icd2	DiagnosisText	Comments	YearStart	YearEnd	DateIn	UserIn	DateOut	UserOut
31	1B70Z&XK8G&XA45A6		Left leg cellulitis		2023	9999	13/10/2023	PH		
32	1B70Z&XK9J&XA45A6		Bilateral leg cellulitis		2023	9999	13/10/2023	PH		
33	1B70Z&XK9J&XA45A6		Cellulitis legs		2023	9999	13/12/2023	PH		
34	1B70Z&XK9J&XA45A6		Cellulitis of the legs		2023	9999	13/10/2023	PH	14/12/2023	PH
35	1B70Z&XK9K&XA45A6		Cellulitis of right leg		2023	9999	13/10/2023	PH	14/12/2023	PH
36	1B70Z&XK9K&XA45A6		Cellulitis right leg		2023	9999	13/12/2023	PH		
37	1B70Z&XK9K&XA45A6		Right leg cellulitis		2023	9999	13/10/2023	PH		
38	1B70Z&XS25		Severe cellulitis		2023	9999	13/10/2023	PH		
39	1B711		Fournier gangrene		2023	9999	13/10/2023	PH		
40	1B71Z		Necrotising fasciitis		2023	9999	13/10/2023	PH		
41	1C191		Legionella pneumonia		2023	9999	13/10/2023	PH		
42	1C41&XN3NM		Streptococcal sepsis		2023	9999	05/12/2023	MN		
43	1C41&XN5PZ		Gram negative sepsis		2023	9999	13/10/2023	PH		
44	1C41&XN6BM	1G40	Staphylococcus aureus sepsis		2023	9999	05/12/2023	MN		
45	1C41&XN6LP	1G40	Group A streptococcal sepsis		2023	9999	20/12/2023	PH		
46	1C41&XN6LP		Group A streptococcal sepsis		2023	9999	13/10/2023	PH	20/12/2023	PH
47	1C41&XN6P4	1G40	E coli sepsis		2023	9999	20/12/2023	PH		
48	1C41&XN6P4		E coli sepsis		2023	9999	13/10/2023	PH	20/12/2023	PH
49	1C41&XN9ZG	1G40	Staphylococcal sepsis		2023	9999	20/12/2023	PH		
50	1C41&XN9ZG		Staphylococcal sepsis		2023	9999	05/12/2023	MN	20/12/2023	PH
51	1C623		Acquired immune deficiency syndrome		2023	9999	13/10/2023	PH		
52	1C623		Acquired immunodeficiency syndrome		2023	9999	06/12/2023	MN		
53	1C623		AIDS		2023	9999	13/10/2023	PH		
54	1C62Z		HIV		2023	9999	13/10/2023	PH		
55	1C62Z		HIV infection		2023	9999	13/10/2023	PH		
56	1C62Z		Human immunodeficiency virus		2023	9999	13/10/2023	PH		
57	1C62Z		Human immunodeficiency virus infection		2023	9999	13/10/2023	PH		
58	1C62Z		Human immunodeficiency virus positive		2023	9999	13/10/2023	PH		
59	1C80		Viral encephalitis		2023	9999	13/10/2023	PH		
60	1D00Z		Encephalitis		2023	9999	13/10/2023	PH		
61	1D010Z		Bacterial meningitis		2023	9999	13/10/2023	PH		
62	1D01Y		Meningoencephalitis		2023	9999	13/10/2023	PH		
63	1D01Z		Meningitis		2023	9999	13/10/2023	PH		
64	1D033Z		Cerebral abscess		2023	9999	15/10/2023	PH		
65	1D9Y&XN6CR		Parainfluenza infection		2023	9999	13/10/2023	PH		
66	1D9Y&XN6CR		Parainfluenza virus infection		2023	9999	13/10/2023	PH		
67	1E30&XN8SG		Influenza B		2023	9999	13/10/2023	PH		
68	1E30&XN8SG		Influenza B infection		2023	9999	13/10/2023	PH		
69	1E30&XN8WJ		Influenza A		2023	9999	13/10/2023	PH		
70	1E30&XN8WJ		Influenza A infection		2023	9999	13/10/2023	PH		
71	1E30&XN8WJ		Influenza A infections		2023	9999	13/10/2023	PH		
72	1E30&XN8WJ		Influenza type A		2023	9999	13/10/2023	PH		
73	1E32		Influenza		2023	9999	13/10/2023	PH		
74	1E510Z		Chronic hepatitis B		2023	9999	13/10/2023	PH		
75	1E510Z		Chronic hepatitis B infection		2023	9999	13/11/2023	PH		
76	1E510Z		Hepatitis B		2023	9999	13/10/2023	PH		
77	1E510Z		Hepatitis B infection		2023	9999	13/11/2023	PH		
78	1E511		Chronic hepatitis C		2023	9999	13/11/2023	PH		
79	1E511		Chronic hepatitis C infection		2023	9999	13/11/2023	PH		
80	1E511		Hepatitis C		2023	9999	13/10/2023	PH		
81	1E511		Hepatitis C infection		2023	9999	13/10/2023	PH		
82	1E91Z		Herpes zoster		2023	9999	13/10/2023	PH		
83	1E91Z		Shingles		2023	9999	13/10/2023	PH		
84	1F0021		Herpes simplex encephalitis		2023	9999	13/10/2023	PH		
85	1F200Z		Invasive aspergillosis		2023	9999	21/11/2023	PH		
86	1F2012		Chronic pulmonary aspergillosis		2023	9999	13/10/2023	PH		
87	1F20Z		Aspergilloma		2023	9999	13/10/2023	PH		
88	1F20Z		Aspergillosis		2023	9999	13/10/2023	PH		
89	1G40		Generalised sepsis		2023	9999	13/10/2023	PH		
90	1G40		Intra abdominal sepsis		2023	9999	13/10/2023	MF		
91	1G40		Intra-abdominal sepsis		2023	9999	13/10/2023	MF		
92	1G40		Sepsis		2023	9999	13/10/2023	PH		
93	1G40		Sepsis (unknown source)		2023	9999	09/11/2023	PH		
94	1G40		Sepsis of uncertain aetiology		2023	9999	13/10/2023	PH	14/12/2023	PH
95	1G40		Sepsis of uncertain origin		2023	9999	13/10/2023	PH	14/12/2023	PH
96	1G40		Sepsis of unclear aetiology		2023	9999	13/10/2023	PH	14/12/2023	PH
97	1G40		Sepsis of unclear origin		2023	9999	24/10/2023	PH	14/12/2023	PH
98	1G40		Sepsis of unknown aetiology		2023	9999	09/11/2023	PH	14/12/2023	PH
99	1G40		Sepsis of unknown cause		2023	9999	13/10/2023	ET	14/12/2023	PH
100	1G40		Sepsis of unknown origin		2023	9999	13/10/2023	PH	14/12/2023	PH
101	1G40		Sepsis of unknown source		2023	9999	13/10/2023	PH	14/12/2023	PH
102	1G40		Sepsis uncertain aetiology		2023	9999	14/12/2023	PH		
103	1G40		Sepsis uncertain origin		2023	9999	14/12/2023	PH		
104	1G40		Sepsis unclear aetiology		2023	9999	14/12/2023	PH		
105	1G40		Sepsis unclear origin		2023	9999	14/12/2023	PH		
106	1G40		Sepsis unknown aetiology		2023	9999	13/10/2023	MF		
107	1G40		Sepsis unknown cause		2023	9999	14/12/2023	PH		
108	1G40		Sepsis unknown origin		2023	9999	13/10/2023	PH		
109	1G40		Sepsis unknown source		2023	9999	13/10/2023	PH		
110	1G40		Systemic sepsis		2023	9999	13/10/2023	ET		
111	1G41		Septic shock		2023	9999	13/10/2023	PH		
112	1G83		Polio		2023	9999	13/10/2023	PH		
113	1H0Z		Abdominal sepsis		2023	9999	13/10/2023	PH		
114	1H0Z		Infection		2023	9999	21/11/2023	PH		
115	1H0Z		Infection of unknown source		2023	9999	01/12/2023	PH	14/12/2023	PH
116	1H0Z		Infection unknown source		2023	9999	14/12/2023	PH		
117	1H0Z		Severe sepsis		2023	9999	13/10/2023	PH		
118	2A0000		Glioblastoma		2023	9999	13/10/2023	PH		
119	2A0000		Glioblastoma multiforme		2023	9999	13/10/2023	PH		
120	2A0000		Glioblastoma multiforme brain		2023	9999	13/10/2023	PH		
121	2A0000		Glioblastoma multiforme of brain		2023	9999	05/12/2023	MN	14/12/2023	PH
122	2A000Y		Astrocytoma		2023	9999	19/10/2023	ET		
123	2A000Y		Astrocytoma brain		2023	9999	14/12/2023	PH		
124	2A000Y		Astrocytoma of brain		2023	9999	14/11/2023	PH	14/12/2023	PH
125	2A000Y		Astrocytoma of the brain		2023	9999	14/11/2023	PH	14/12/2023	PH
126	2A000Z		Glioma		2023	9999	13/10/2023	PH		
127	2A000Z		Malignant glioma brain		2023	9999	14/12/2023	PH		
128	2A000Z		Malignant glioma of brain		2023	9999	28/11/2023	MN	14/12/2023	PH
129	2A000Z&XA1M33		Cerebral glioma		2023	9999	13/10/2023	PH		
130	2A000Z&XS7Z		High grade glioma		2023	9999	27/11/2023	MN		
131	2A005		Brain tumour		2023	9999	28/11/2023	MN		
132	2A005		Malignant brain tumour		2023	9999	28/11/2023	MN		
133	2A005		Malignant neoplasm brain		2023	9999	14/12/2023	MN		
134	2A005		Malignant neoplasm of brain		2023	9999	05/12/2023	MN	14/12/2023	PH
135	2A010Z		Meningioma		2023	9999	13/10/2023	PH		
136	2A023		Vestibular schwannoma		2023	9999	13/10/2023	PH		
137	2A202		Myelofibrosis		2023	9999	13/10/2023	PH		
138	2A202		Primary myelofibrosis		2023	9999	13/10/2023	PH		
139	2A204		Polycythaemia rubra vera		2023	9999	13/10/2023	PH		
140	2A204		Polycythaemia vera		2023	9999	13/10/2023	PH		
141	2A22		Myeloproliferative disease		2023	9999	13/10/2023	PH		
142	2A22		Myeloproliferative disorder		2023	9999	13/10/2023	PH		
143	2A3Z		Myelodysplasia		2023	9999	13/10/2023	PH		
144	2A3Z		Myelodysplastic syndrome		2023	9999	13/10/2023	PH		
145	2A40		Chronic myelomonocytic leukaemia		2023	9999	08/11/2023	MN		
146	2A603Z		Acute myeloid leukaemia		2023	9999	13/10/2023	ET		
147	2A80Z		Follicular lymphoma		2023	9999	08/11/2023	MN		
148	2A81Z		Diffuse large B-cell lymphoma		2023	9999	02/11/2023	MN		
149	2A820Z		Chronic lymphocytic leukaemia		2023	9999	07/11/2023	MN		
150	2A830		MGUS		2023	9999	13/10/2023	PH		
151	2A830		Monoclonal gammopathy of undetermined significance		2023	9999	21/11/2023	PH	14/12/2023	PH
152	2A830		Monoclonal gammopathy undetermined significance		2023	9999	14/12/2023	PH		
153	2A830		Monoclonal gammopathy unknown significance		2023	9999	13/10/2023	PH		
154	2A830		Paraproteinaemia		2023	9999	13/10/2023	PH		
155	2A831		Multiple myeloma		2023	9999	02/11/2023	PH		
156	2A831		Myeloma		2023	9999	02/11/2023	MN		
157	2A834		Plasma cell leukaemia		2023	9999	05/12/2023	MN		
158	2A854		Waldenstrom macroglobulinaemia		2023	9999	13/10/2023	PH		
159	2A855		Mantle cell lymphoma		2023	9999	07/11/2023	MN		
160	2A856		Burkitt lymphoma		2023	9999	13/10/2023	PH		
161	2A860		B cell lymphoma		2023	9999	13/10/2023	PH		
162	2A860		B-cell lymphoma		2023	9999	13/10/2023	PH		
163	2A860&XS7Z		High grade B-cell lymphoma		2023	9999	28/11/2023	MN		
164	2B30Z		Hodgkin disease		2023	9999	13/10/2023	PH		
165	2B30Z		Hodgkin lymphoma		2023	9999	08/11/2023	MN		
166	2B32Z		Post transplant lymphoproliferative disorder		2023	9999	13/10/2023	PH		
167	2B331		Myeloid leukaemia		2023	9999	06/12/2023	MN		
168	2B332		Chronic myeloid leukaemia		2023	9999	07/11/2023	MN		
169	2B333		Acute lymphoblastic leukaemia		2023	9999	05/12/2023	MN		
170	2B334		Leukaemia		2023	9999	29/11/2023	MN		
171	2B335		Advanced lymphoma		2023	9999	13/10/2023	PH		
172	2B335		Lymphoma		2023	9999	13/10/2023	PH		
173	2B335		Non Hodgkin lymphoma		2023	9999	13/10/2023	PH		
174	2B335		Non-Hodgkin lymphoma		2023	9999	13/10/2023	PH		
175	2B335&XA1M33		Cerebral lymphoma		2023	9999	13/10/2023	PH		
176	2B335&XS7Z		High grade lymphoma		2023	9999	29/11/2023	MN		
177	2B56Z		Angiosarcoma		2023	9999	13/10/2023	PH		
178	2B5BZ		Gastrointestinal stromal tumour		2023	9999	29/11/2023	MN		
179	2B620		Squamous cell carcinoma of the tongue		2023	9999	28/11/2023	MN	14/12/2023	PH
180	2B620		Squamous cell carcinoma of tongue		2023	9999	28/11/2023	MN	14/12/2023	PH
181	2B620		Squamous cell carcinoma tongue		2023	9999	14/12/2023	PH		
182	2B700Z		Adenocarcinoma oesophagus		2023	9999	14/12/2023	PH		
183	2B700Z		Adenocarcinoma of oesophagus		2023	9999	08/11/2023	MN	14/12/2023	PH
184	2B700Z		Adenocarcinoma of the oesophagus		2023	9999	07/11/2023	MN	14/12/2023	PH
185	2B700Z		Oesophageal adenocarcinoma		2023	9999	08/11/2023	MN		
186	2B701		Squamous cell carcinoma oesophagus		2023	9999	14/12/2023	PH		
187	2B701		Squamous cell carcinoma of oesophagus		2023	9999	08/11/2023	MN	14/12/2023	PH
188	2B701		Squamous cell carcinoma of the oesophagus		2023	9999	05/12/2023	MN	14/12/2023	PH
189	2B70Z		Cancer oesophagus		2023	9999	14/12/2023	PH		
190	2B70Z		Cancer of oesophagus		2023	9999	07/11/2023	MN	14/12/2023	PH
191	2B70Z		Carcinoma oesophagus		2023	9999	14/12/2023	PH		
192	2B70Z		Carcinoma of oesophagus		2023	9999	07/11/2023	PH	14/12/2023	PH
193	2B70Z		Carcinoma of the oesophagus		2023	9999	07/11/2023	MN	14/12/2023	PH
194	2B70Z		Malignant neoplasm oesophagus		2023	9999	14/12/2023	PH		
195	2B70Z		Malignant neoplasm of oesophagus		2023	9999	05/12/2023	MN	14/12/2023	PH
196	2B70Z		Malignant tumour oesophagus		2023	9999	14/12/2023	PH		
197	2B70Z		Malignant tumour of oesophagus		2023	9999	28/11/2023	MN	14/12/2023	PH
198	2B70Z		Oesophageal cancer		2023	9999	02/11/2023	MN		
199	2B70Z		Oesophageal carcinoma		2023	9999	07/11/2023	MN		
200	2B70Z&XS9R		Metastatic oesophageal cancer		2023	9999	19/12/2023	MN		
201	2B720		Adenocarcinoma of stomach		2023	9999	29/11/2023	MN	14/12/2023	PH
202	2B720		Adenocarcinoma stomach		2023	9999	14/12/2023	PH		
203	2B720		Gastric adenocarcinoma		2023	9999	07/11/2023	MN		
204	2B72Z		Gastric cancer		2023	9999	02/11/2023	MN		
205	2B72Z		Gastric carcinoma		2023	9999	05/12/2023	MN		
206	2B900Z&XA6J68		Caecal cancer		2023	9999	28/11/2023	MN		
207	2B9030		Adenocarcinoma of sigmoid colon		2023	9999	05/12/2023	MN	14/12/2023	PH
208	2B9030		Adenocarcinoma sigmoid colon		2023	9999	14/12/2023	PH		
209	2B903Z		Malignant tumour of sigmoid colon		2023	9999	29/11/2023	MN	14/12/2023	PH
210	2B903Z		Malignant tumour sigmoid colon		2023	9999	14/12/2023	PH		
211	2B903Z		Sigmoid cancer		2023	9999	05/12/2023	MN		
212	2B90Y		Lynch syndrome		2023	9999	30/11/2023	PH		
213	2B90Y&XH74S1		Adenocarcinoma colon		2023	9999	14/12/2023	PH		
214	2B90Y&XH74S1		Adenocarcinoma of colon		2023	9999	08/11/2023	MN	14/12/2023	PH
215	2B90Y&XH74S1		Adenocarcinoma of the colon		2023	9999	08/11/2023	MN	14/12/2023	PH
216	2B90Z		Carcinoma colon		2023	9999	14/12/2023	PH		
217	2B90Z		Carcinoma of colon		2023	9999	02/11/2023	MN	14/12/2023	PH
218	2B90Z		Carcinoma of the colon		2023	9999	29/11/2023	MN	14/12/2023	PH
219	2B90Z		Colon cancer		2023	9999	02/11/2023	MN		
220	2B90Z		Colonic cancer		2023	9999	05/12/2023	MN		
221	2B90Z		Malignant tumour colon		2023	9999	14/12/2023	PH		
222	2B90Z		Malignant tumour of colon		2023	9999	07/11/2023	MN	14/12/2023	PH
223	2B91Z		Colorectal cancer		2023	9999	02/11/2023	MN		
224	2B91Z		Colorectal carcinoma		2023	9999	13/10/2023	ET		
225	2B91Z		Metastatic colorectal cancer		2023	9999	19/12/2023	MN		
226	2B920		Adenocarcinoma of rectum		2023	9999	28/11/2023	MN	14/12/2023	PH
227	2B920		Adenocarcinoma of the rectum		2023	9999	05/12/2023	MN	14/12/2023	PH
228	2B920		Adenocarcinoma rectum		2023	9999	14/12/2023	PH		
229	2B920		Rectal adenocarcinoma		2023	9999	28/11/2023	MN		
230	2B92Z		Malignant tumour of rectum		2023	9999	05/12/2023	MN	14/12/2023	PH
231	2B92Z		Malignant tumour rectum		2023	9999	14/12/2023	PH		
232	2B92Z		Rectal carcinoma		2023	9999	07/11/2023	MN		
233	2B93Z		Bowel cancer		2023	9999	02/11/2023	MN		
234	2B93Z&XS9R		Metastatic bowel cancer		2023	9999	19/12/2023	MN		
235	2C100		Adenocarcinoma of pancreas		2023	9999	08/11/2023	MN	14/12/2023	PH
236	2C100		Adenocarcinoma of the pancreas		2023	9999	05/12/2023	MN	14/12/2023	PH
237	2C100		Adenocarcinoma pancreas		2023	9999	14/12/2023	PH		
238	2C100		Pancreatic adenocarcinoma		2023	9999	08/11/2023	MN		
239	2C10Z		Cancer of the pancreas		2023	9999	07/11/2023	PH	14/12/2023	PH
240	2C10Z		Cancer pancreas		2023	9999	14/12/2023	PH		
241	2C10Z		Carcinoma of pancreas		2023	9999	07/11/2023	MN	14/12/2023	PH
242	2C10Z		Carcinoma of the pancreas		2023	9999	28/11/2023	MN	14/12/2023	PH
243	2C10Z		Carcinoma pancreas		2023	9999	14/12/2023	PH		
244	2C10Z		Malignant tumour of pancreas		2023	9999	07/11/2023	MN	14/12/2023	PH
245	2C10Z		Malignant tumour pancreas		2023	9999	14/12/2023	PH		
246	2C10Z		Pancreatic cancer		2023	9999	02/11/2023	MN		
247	2C10Z		Pancreatic carcinoma		2023	9999	07/11/2023	MN		
248	2C10Z&XS9R		Metastatic pancreatic cancer		2023	9999	19/12/2023	PH		
249	2C1202		Hepatocellular carcinoma		2023	9999	07/11/2023	PH		
250	2C1210		Cholangio carcinoma		2023	9999	13/10/2023	PH		
251	2C1210		Cholangiocarcinoma		2023	9999	13/10/2023	ET		
252	2C1210		Intrahepatic cholangiocarcinoma		2023	9999	13/10/2023	PH		
253	2C1210&XS9R		Metastatic cholangiocarcinoma		2023	9999	19/12/2023	MN		
254	2C180		Hilar cholangiocarcinoma		2023	9999	13/10/2023	PH		
255	2C250&XA57M6		Adenocarcinoma lung		2023	9999	14/12/2023	PH		
256	2C250&XA57M6		Adenocarcinoma of lung		2023	9999	07/11/2023	MN	14/12/2023	PH
257	2C250&XA57M6		Adenocarcinoma of the lung		2023	9999	07/11/2023	MN	14/12/2023	PH
258	2C250&XA57M6		Carcinoma lung		2023	9999	14/12/2023	PH		
259	2C250&XA57M6		Carcinoma of the lung		2023	9999	05/12/2023	MN	14/12/2023	PH
260	2C250&XA57M6		Lung adenocarcinoma		2023	9999	08/11/2023	MN		
261	2C250&XS9R&XA57M6		Metastatic adenocarcinoma lung		2023	9999	03/01/2024	MN		
262	2C251&XA57M6		Small cell carcinoma lung		2023	9999	14/12/2023	PH		
263	2C251&XA57M6		Small cell carcinoma of lung		2023	9999	05/12/2023	MN	14/12/2023	PH
264	2C251&XA57M6		Small cell carcinoma of the lung		2023	9999	05/12/2023	MN	14/12/2023	PH
265	2C251&XA57M6		Small cell lung cancer		2023	9999	07/11/2023	MN		
266	2C252&XA57M6		Squamous cell carcinoma lung		2023	9999	14/12/2023	PH		
267	2C252&XA57M6		Squamous cell carcinoma of lung		2023	9999	08/11/2023	MN	14/12/2023	PH
268	2C252&XA57M6		Squamous cell carcinoma of the lung		2023	9999	08/11/2023	MN	14/12/2023	PH
269	2C252&XA57M6		Squamous cell lung cancer		2023	9999	08/11/2023	MN		
270	2C25Y&XA57M6		Non small cell lung cancer		2023	9999	08/11/2023	MN		
271	2C25Z&XA57M6		Cancer lung		2023	9999	14/12/2023	PH		
272	2C25Z&XA57M6		Cancer of the lung		2023	9999	05/12/2023	PH	14/12/2023	PH
273	2C25Z&XA57M6		Carcinoma of lung		2023	9999	05/12/2023	MN	14/12/2023	PH
274	2C25Z&XA57M6		Lung cancer		2023	9999	08/11/2023	PH		
275	2C25Z&XA57M6		Lung carcinoma		2023	9999	05/12/2023	MN		
276	2C25Z&XA57M6		Malignant lung cancer		2023	9999	05/12/2023	MN		
277	2C25Z&XA57M6		Malignant neoplasm lung		2023	9999	14/12/2023	PH		
278	2C25Z&XA57M6		Malignant neoplasm of lung		2023	9999	08/11/2023	MN	14/12/2023	PH
279	2C25Z&XA57M6		Malignant tumour lung		2023	9999	14/12/2023	PH		
280	2C25Z&XA57M6		Malignant tumour of lung		2023	9999	08/11/2023	MN	14/12/2023	PH
281	2C25Z&XA57M6		Malignant tumour of the lung		2023	9999	29/11/2023	MN	14/12/2023	PH
282	2C25Z&XA57M6		Primary malignant neoplasm lung		2023	9999	14/12/2023	PH		
283	2C25Z&XA57M6		Primary malignant neoplasm of lung		2023	9999	28/11/2023	MN	14/12/2023	PH
284	2C25Z&XA61M6		Bronchogenic carcinoma		2023	9999	29/11/2023	MN		
285	2C25Z&XS9R&XA57M6		Metastatic lung cancer		2023	9999	03/01/2024	MN		
286	2C30Z		Malignant melanoma		2023	9999	13/10/2023	PH		
287	2C30Z		Melanoma		2023	9999	13/10/2023	PH		
288	2C6Z		Breast cancer		2023	9999	02/11/2023	MN		
289	2C6Z		Breast carcinoma		2023	9999	05/12/2023	MN		
290	2C6Z		Carcinoma breast		2023	9999	07/11/2023	PH		
291	2C6Z		Carcinoma of breast		2023	9999	28/11/2023	MN	14/12/2023	PH
292	2C6Z		Carcinoma of the breast		2023	9999	07/11/2023	PH	14/12/2023	PH
293	2C6Z		Malignant neoplasm breast		2023	9999	14/12/2023	PH		
294	2C6Z		Malignant neoplasm of breast		2023	9999	28/11/2023	MN	14/12/2023	PH
295	2C6Z&XS9R		Metastatic breast cancer		2023	9999	19/12/2023	MN		
296	2C70Z		Vulval cancer		2023	9999	05/12/2023	MN		
297	2C73Z		Ovarian cancer		2023	9999	02/11/2023	MN		
298	2C73Z&XS9R		Metastatic ovarian cancer		2023	9999	19/12/2023	MN		
299	2C76Z		Endometrial cancer		2023	9999	02/11/2023	MN		
300	2C76Z		Endometrial carcinoma		2023	9999	27/11/2023	MN		
301	2C820		Adenocarcinoma of prostate		2023	9999	05/12/2023	MN	14/12/2023	PH
302	2C820		Adenocarcinoma prostate		2023	9999	14/12/2023	PH		
303	2C82Z		Cancer of prostate		2023	9999	13/10/2023	PH	14/12/2023	PH
304	2C82Z		Cancer prostate		2023	9999	14/12/2023	PH		
305	2C82Z		Carcinoma of prostate		2023	9999	13/10/2023	ET	14/12/2023	PH
306	2C82Z		Carcinoma of the prostate		2023	9999	13/10/2023	ET	14/12/2023	PH
307	2C82Z		Carcinoma prostate		2023	9999	28/11/2023	MN		
308	2C82Z		Malignant neoplasm of prostate		2023	9999	13/10/2023	ET	14/12/2023	PH
309	2C82Z		Malignant neoplasm prostate		2023	9999	14/12/2023	PH		
310	2C82Z		Malignant tumour of prostate		2023	9999	08/11/2023	MN	14/12/2023	PH
311	2C82Z		Malignant tumour prostate		2023	9999	14/12/2023	PH		
312	2C82Z		Prostate cancer		2023	9999	13/10/2023	ET		
313	2C82Z		Prostate carcinoma		2023	9999	13/10/2023	PH		
314	2C82Z&XS9R		Metastatic prostate cancer		2023	9999	19/12/2023	MN		
315	2C900		Renal cell carcinoma		2023	9999	02/11/2023	MN		
316	2C90Z		Renal cancer		2023	9999	28/11/2023	MN		
317	2C90Z		Renal carcinoma		2023	9999	07/11/2023	MN		
318	2C92Z		Rectal cancer		2023	9999	02/11/2023	MN		
319	2C942&XH8EH1		Transitional cell carcinoma bladder		2023	9999	14/12/2023	PH		
320	2C942&XH8EH1		Transitional cell carcinoma of bladder		2023	9999	28/11/2023	MN	14/12/2023	PH
321	2C942&XH8EH1		Transitional cell carcinoma of the bladder		2023	9999	29/11/2023	MN	14/12/2023	PH
322	2C94Z		Bladder cancer		2023	9999	02/11/2023	MN		
323	2C94Z		Bladder carcinoma		2023	9999	07/11/2023	MN		
324	2C94Z		Carcinoma bladder		2023	9999	14/12/2023	PH		
325	2C94Z		Carcinoma of bladder		2023	9999	07/11/2023	MN	14/12/2023	PH
326	2C94Z		Carcinoma of the bladder		2023	9999	07/11/2023	MN	14/12/2023	PH
327	2C94Z		Malignant neoplasm of urinary bladder		2023	9999	05/12/2023	MN	14/12/2023	PH
328	2C94Z		Malignant neoplasm urinary bladder		2023	9999	14/12/2023	PH		
329	2C94Z		Malignant tumour of urinary bladder		2023	9999	07/11/2023	MN	14/12/2023	PH
330	2C94Z		Malignant tumour urinary bladder		2023	9999	14/12/2023	PH		
331	2C94Z&XS9R		Metastatic bladder cancer		2023	9999	19/12/2023	MN		
332	2D41		Carcinoma of unknown primary		2023	9999	29/11/2023	MN	14/12/2023	PH
333	2D41		Carcinoma unknown primary		2023	9999	14/12/2023	PH		
334	2D4Y&XH0945		Squamous cell carcinoma		2023	9999	02/11/2023	MN		
335	2D4Z		Cancer of unknown primary		2023	9999	02/11/2023	MN	14/12/2023	PH
336	2D4Z		Cancer unknown primary		2023	9999	14/12/2023	PH		
337	2D4Z		Malignancy of unknown origin		2023	9999	28/11/2023	MN	14/12/2023	PH
338	2D4Z		Malignancy of unknown primary		2023	9999	29/11/2023	MN	14/12/2023	PH
339	2D4Z		Malignancy unknown origin		2023	9999	14/12/2023	PH		
340	2D4Z		Malignancy unknown primary		2023	9999	14/12/2023	PH		
341	2D4Z		Malignant disease of unknown primary		2023	9999	28/11/2023	MN	14/12/2023	PH
342	2D4Z		Malignant disease unknown primary		2023	9999	14/12/2023	PH		
343	2D70&XS9R&XA57M6		Metastatic adenocarcinoma of lung		2023	9999	03/01/2024	MN		
344	2D72		Malignant pleural effusion		2023	9999	13/10/2023	PH		
345	2D800		Liver metastases		2023	9999	06/12/2023	MN		
346	2D91		Pseudomyxoma peritonei		2023	9999	13/10/2023	PH		
347	2E2Z		Carcinomatosis		2023	9999	02/11/2023	MN		
348	3A00Y		Microcytic anaemia		2023	9999	13/10/2023	PH		
349	3A00Z		Iron deficiency anaemia		2023	9999	13/10/2023	PH		
350	3A00Z		Iron deficient anaemia		2023	9999	13/10/2023	PH		
351	3A0130		Pernicious anaemia		2023	9999	13/10/2023	PH		
352	3A03Y		Chronic anaemia		2023	9999	13/10/2023	PH		
